Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,190,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1705263.15789474,21052.6315789474,63.3333333333,103.635579476,183,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,10526.3157894737,10526.3157894737,30,132,70.8,55.8677008655,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,22177434,11,14,4857,8963,2296,0,441.5454545,906.8154568,1689,0,640.2142857,706.9210791,623.1559521,1.127271983,924059.75,2254771.325,10000000,35,12200000,1217528.5,1584361.354,3707331,181,22100000,1703478.385,2915295.808,10000000,206,0,0,0,0,232,284,0.495999672,0.63127231,0,2296,531.5384615,781.1963764,610267.7785,0,0,0,1,0,0,0,0,1,552.8,441.5454545,640.2142857,232,0,0,0,0,0,0,11,4857,14,8963,8192,40880,4,20,12200000.0,0.0,12200000,12200000,10000000.0,0.0,10000000,10000000,BENIGN
80,116905498,8,8,770,11595,376,0,96.25,172.687786,4344,0,1449.375,1729.380148,105.7691915,0.136862682,7793699.867,26000000.0,100000000,1,117000000,16700000.0,37400000.0,100000000,1,117000000,16700000.0,44000000.0,117000000,14,0,0,0,0,236,264,0.068431341,0.068431341,0,4344,727.7058824,1346.784122,1813827.471,1,0,0,0,0,0,0,0,1,773.1875,96.25,1449.375,236,0,0,0,0,0,0,8,770,8,11595,0,235,4,20,12015.0,0.0,12015,12015,58300000.0,59700000.0,100000000,16000000,DoS Hulk
80,99852638,7,6,364,11595,364,0,52.0,137.5790682,4344,0,1932.5,1754.831473,119.7664903,0.130191853,8321053.167,28500000.0,98700000,1,99700000,16600000.0,40200000.0,98700000,1,144408,28881.6,55941.61617,128195,16,0,0,0,0,240,200,0.070103306,0.060088548,0,4344,854.2142857,1460.280594,2132419.412,0,0,0,0,1,0,0,0,0,919.9230769,52.0,1932.5,240,0,0,0,0,0,0,7,364,6,11595,251,235,1,32,5.0,0.0,5,5,98700000.0,0.0,98700000,98700000,DoS Hulk
53,110035,2,2,66,240,33,33,33.0,0.0,120,120,120.0,0.0,2780.933339,36.3520698,36678.33333,63484.57356,109984,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,64,18.1760349,18.1760349,33,120,67.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,84.75,33.0,120.0,64,0,0,0,0,0,0,2,66,2,240,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,67032636,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.86427644,0.059672426,22300000.0,38600000.0,67000000,32244,67000000,67000000.0,0.0,67000000,67000000,67000000,67000000.0,0.0,67000000,67000000,0,0,0,0,52,52,0.029836213,0.029836213,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,52,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,32244.0,0.0,32244,32244,67000000.0,0.0,67000000,67000000,BENIGN
53,60633,1,1,55,96,55,55,55.0,0.0,96,96,96.0,0.0,2490.39302,32.98533802,60633.0,0.0,60633,60633,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.49266901,16.49266901,55,96,68.66666667,23.67136104,560.3333333,0,0,0,0,0,0,0,0,1,103.0,55.0,96.0,32,0,0,0,0,0,0,1,55,1,96,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30673,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,3260.196264,65.20392528,30673.0,0.0,30673,30673,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.60196264,32.60196264,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,32,0,0,0,0,0,0,1,42,1,58,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
465,1757025,15,21,1347,1033,378,0,89.8,97.2061138583,261,0,49.1904761905,64.9973992154,1354.5623995105,20.4891791523,50200.7142857143,138360.456318349,822828,3,1707916,121994.0,221911.313852386,871993,660,1708188,85409.4,176423.05592685,822828,3,0,0,0,0,488,680,8.5371579801,11.9520211722,0,378,64.3243243243,80.8740632967,6540.6141141141,0,0,0,1,0,0,0,0,1,66.1111111111,89.8,49.1904761905,488,0,0,0,0,0,0,15,1347,21,1033,29200,175,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50527,73603,2,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,244.5552491,67.93201364,18400.75,36754.17945,73532,1,73603,73603.0,0.0,73603,73603,4,2.0,1.414213562,3,1,0,0,0,0,64,60,27.17280546,40.75920818,0,6,3.0,3.286335345,10.8,0,0,0,0,1,0,0,0,1,3.6,0.0,6.0,64,0,0,0,0,0,0,2,0,3,18,118,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5058249,8,7,385,4131,210,0,48.125,77.9348399993,1460,0,590.1428571429,712.643769956,892.7990694013,2.9654530649,361303.5,1263190.57672605,4747862,1,5058249,722607.0,1776294.82583776,4747862,3,259454,43242.3333333333,56174.7868413105,144591,98,0,0,0,0,184,152,1.5815749679,1.3838780969,0,1460,282.25,533.6322703885,284763.4,0,0,0,1,0,0,0,0,0,301.0666666667,48.125,590.1428571429,184,0,0,0,0,0,0,8,385,7,4131,8192,62,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
4897,118,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,101694.9153,16949.15254,118.0,0.0,118,118,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8474.576271,8474.576271,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5963248,8,4,375,3432,182,0,46.875,78.1490106,3174,0,858.0,1548.782748,638.410477,2.012326169,542113.4545,1699642.821,5665928,6,5963248,851892.5714,2122923.908,5665928,33,246034,82011.33333,69287.85199,129378,2488,0,0,0,0,264,136,1.341550779,0.67077539,0,3174,292.8461538,870.1677852,757191.9744,0,0,0,1,0,0,0,0,0,317.25,46.875,858.0,264,0,0,0,0,0,0,8,375,4,3432,29200,227,3,32,297287.0,0.0,297287,297287,5665928.0,0.0,5665928,5665928,BENIGN
57116,61,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,196721.31147541,32786.8852459016,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16393.4426229508,16393.4426229508,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,360,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,28760883,3,0,37,0,37,0,12.33333333,21.36195996,0,0,0.0,0.0,1.286469543,0.104308341,14400000.0,20300000.0,28800000,114,28800000,14400000.0,20300000.0,28800000,114,0,0.0,0.0,0,0,0,0,0,0,96,0,0.104308341,0.0,0,37,9.25,18.5,342.25,0,0,0,0,1,0,0,0,0,12.33333333,12.33333333,0.0,96,0,0,0,0,0,0,3,37,0,0,65535,-1,1,32,0.0,0.0,0,0,28800000.0,0.0,28800000,28800000,BENIGN
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
45240,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,110,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31309,2,2,88,344,44,44,44.0,0.0,172,172,172.0,0.0,13797.94947,127.7587914,10436.33333,18031.24093,31257,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,63.8793957,63.8793957,44,172,95.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,119.0,44.0,172.0,40,0,0,0,0,0,0,2,88,2,344,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,16841213,8,6,1623,1593,533,0,202.875,273.3769963674,527,0,265.5,286.467275618,190.9601167089,0.8312940404,1295477.92307692,4260056.18003021,15452732,37,1388481,198354.428571429,300364.252230997,849757,119,16816407,3363281.4,6794625.74016335,15499263,1940,0,0,0,0,172,132,0.4750251659,0.3562688745,0,533,214.4,266.7475532088,71154.2571428572,0,0,0,1,0,0,0,0,0,229.7142857143,202.875,265.5,172,0,0,0,0,0,0,8,1623,6,1593,8192,35,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,74147,2,2,70,210,35,35,35.0,0.0,105,105,105.0,0.0,3776.28225,53.94688929,24715.66667,42763.76275,74095,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,88,26.97344464,26.97344464,35,105,63.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,78.75,35.0,105.0,64,0,0,0,0,0,0,2,70,2,210,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,40486379,14,16,1546,6087,565,0,110.4285714286,193.8864514193,1448,0,380.4375,599.3723348915,188.5325432536,0.7409899512,1396082.03448276,6824820.86750397,36778970,1,40486379,3114336.84615385,10223087.291136,37026751,3,3685149,245676.6,719318.850948173,2822936,1,0,0,0,0,460,524,0.3457953106,0.3951946406,0,1448,246.2258064516,464.9160289541,216146.913978495,0,0,0,1,0,0,0,0,1,254.4333333333,110.4285714286,380.4375,460,0,0,0,0,0,0,14,1546,16,6087,65535,570,7,32,3707284.0,0.0,3707284,3707284,36778970.0,0.0,36778970,36778970,BENIGN
53596,229,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8733.624454,229.0,0.0,229,229,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,4366.812227,4366.812227,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,119380623,12,14,72,37,6,6,6.0,0.0,31,0,2.642857143,8.316870185,0.913045997,0.217790788,4775224.92,5052752.17,10000000,3,110000000,10000000.0,3536.953939,10000000,10000000,119000000,9181291.0,2772025.628,10000000,3,0,0,0,0,240,424,0.100518825,0.117271963,0,31,4.259259259,6.12430588,37.50712251,0,0,0,0,1,0,0,0,1,4.423076923,6.0,2.642857143,240,0,0,0,0,0,0,12,72,14,37,253,65,11,20,23905.08333,109.7513374,24121,23819,9924479.917,277350.567,10000000,9043840,BENIGN
53678,49,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,0,40816.32653,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,163,2,2,64,128,32,32,32.0,0.0,64,64,64.0,0.0,1177914.11,24539.8773,54.33333333,88.04733575,156,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,12269.93865,12269.93865,32,64,44.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,56.0,32.0,64.0,64,0,0,0,0,0,0,2,64,2,128,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,117484708,20,16,1377,2244,427,0,68.85,154.3673933,746,0,140.25,300.5398476,30.82103247,0.306422858,3356705.943,4639022.489,10000000,88,117000000,6183405.684,4756592.057,10100000,325,112000000,7497682.8,4370212.825,10100000,20541,0,0,0,0,412,464,0.170234921,0.136187937,0,746,97.86486486,227.4727288,51743.84234,0,0,0,1,0,0,0,0,0,100.5833333,68.85,140.25,412,0,0,0,0,0,0,20,1377,16,2244,8192,360,19,20,226141.8182,629550.5103,2124308,36201,9997975.091,16758.36267,10000000,9949466,BENIGN
443,137693,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.78759995,68846.5,44815.72068,100536,37157,137693,68846.5,44815.72068,100536,37157,0,0.0,0.0,0,0,0,0,0,0,96,0,21.78759995,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,1324,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,120875,2,2,64,336,32,32,32.0,0.0,168,168,168.0,0.0,3309.203723,33.09203723,40291.66667,69744.7825,120826,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,40,64,16.54601861,16.54601861,32,168,86.4,74.49026782,5548.8,0,0,0,0,0,0,0,0,1,108.0,32.0,168.0,40,0,0,0,0,0,0,2,64,2,336,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58723,63,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,190476.19047619,31746.0317460317,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15873.0158730159,15873.0158730159,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,32,32850,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,585881,7,7,376,3788,201,0,53.71428571,78.68653906,1460,0,541.1428571,661.7178222,7107.245328,23.89563751,45067.76923,46279.95195,130241,49,550886,91814.33333,25370.12462,130241,52320,501008,83501.33333,95389.29947,216889,49,0,0,0,0,152,152,11.94781876,11.94781876,0,1460,277.6,505.5754571,255606.5429,0,0,0,1,0,0,0,0,1,297.4285714,53.71428571,541.1428571,152,0,0,0,0,0,0,7,376,7,3788,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,106138,22,24,1269,43949,568,0,57.68181818,157.4935785,4380,0,1831.208333,1149.333757,426030.2625,433.398029,2358.622222,6604.651021,23274,1,106138,5054.190476,9454.329789,25082,3,75525,3283.695652,7911.481963,23646,49,0,0,0,0,452,492,207.2773182,226.1207108,0,4380,962.0851064,1215.413364,1477229.645,0,0,0,1,0,0,0,0,1,983.0,57.68181818,1831.208333,452,0,0,0,0,0,0,22,1269,24,43949,8192,62,21,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,248,2,2,56,568,28,28,28.0,0.0,284,284,284.0,0.0,2516129.032,16129.03226,82.66666667,101.5398116,197,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,8064.516129,8064.516129,28,284,130.4,140.2169747,19660.8,0,0,0,0,0,0,0,0,1,163.0,28.0,284.0,40,0,0,0,0,0,0,2,56,2,568,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,49004,2,2,76,300,38,38,38.0,0.0,150,150,150.0,0.0,7672.843033,81.62598972,16334.66667,28288.1425,48999,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,0,0,0,64,40,40.81299486,40.81299486,38,150,82.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,103.5,38.0,150.0,64,0,0,0,0,0,0,2,76,2,300,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5563106,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.157068372,0.719022791,1854368.667,3190935.103,5538917,73,5563106,2781553.0,3899501.565,5538917,24189,0,0.0,0.0,0,0,0,0,0,0,72,32,0.539267093,0.179755698,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,46218859,338,847,841,1238786,841,0,2.48816568,45.74436946,2920,0,1462.557261,204.7027453,26820.8049,25.63888477,39036.19848,604927.8794,10200000,0,41300000,122484.2463,1099690.865,10200000,1,46200000,54614.22459,716194.9386,10200000,1,0,0,0,0,6792,16952,7.313032111,18.32585266,0,2920,1045.216695,682.6814983,466054.0281,0,0,0,1,0,0,0,0,2,1046.098734,2.48816568,1462.557261,6792,0,0,0,0,0,0,338,841,847,1238786,29200,31,1,20,190234.75,349857.5202,715021,15195,10100000.0,113308.5423,10200000,10000000,BENIGN
80,101302622,6,7,395,11595,377,0,65.83333333,152.4682481,5792,0,1656.428571,2120.732252,118.3582395,0.128328366,8441885.167,29200000.0,101000000,1,101000000,20200000.0,45200000.0,101000000,1,101000000,16900000.0,41300000.0,101000000,45,0,0,0,0,164,232,0.059228477,0.06909989,0,5792,856.8571429,1665.365188,2773441.209,1,0,0,0,0,0,0,0,1,922.7692308,65.83333333,1656.428571,164,0,0,0,0,0,0,6,395,7,11595,0,235,3,20,11985.0,0.0,11985,11985,101000000.0,0.0,101000000,101000000,DoS Hulk
80,98373744,7,6,371,11595,365,0,53.0,137.5972383,5792,0,1932.5,2181.008184,121.6381477,0.132149082,8197812.0,28400000.0,98400000,1,98400000,16400000.0,40200000.0,98400000,1,19377,3875.4,5184.070871,9997,47,0,0,0,0,220,200,0.071157198,0.060991884,0,5792,854.7142857,1666.342629,2776697.758,0,0,0,0,1,0,0,0,0,920.4615385,53.0,1932.5,220,0,0,0,0,0,0,7,371,6,11595,274,235,2,20,1994.0,0.0,1994,1994,98400000.0,0.0,98400000,98400000,DoS Hulk
53,160,2,2,94,126,47,47,47.0,0.0,63,63,63.0,0.0,1375000.0,25000.0,53.33333333,86.31531343,153,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,12500.0,12500.0,47,63,53.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,66.75,47.0,63.0,64,0,0,0,0,0,0,2,94,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,988,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2024.291498,988.0,0.0,988,988,988,988.0,0.0,988,988,0,0.0,0.0,0,0,0,0,0,0,64,0,2024.291498,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
443,856202,6,9,949,6293,517,0,158.1666667,230.195931,1745,0,699.2222222,795.247568,8458.284377,17.51923028,61157.28571,104499.6542,245182,2,855988,171197.6,110147.033,245997,543,611140,76392.5,144523.7409,363720,2,0,0,0,0,132,192,7.00769211,10.51153817,0,1745,452.625,663.1588925,439779.7167,0,0,0,1,0,0,0,0,1,482.8,158.1666667,699.2222222,132,0,0,0,0,0,0,6,949,9,6293,8192,245,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
