Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443.0,130467.0,10.0,5.0,750.0,1007.0,501.0,0.0,75.0,157.1884927,869.0,0.0,201.4,377.9534363,13467.00698,114.971602,9319.071429,15334.94488,36542.0,19.0,130467.0,14496.33333,21605.83753,53668.0,19.0,92547.0,23136.75,17452.66028,37154.0,817.0,0.0,0.0,0.0,0.0,332.0,168.0,76.64773468,38.32386734,0.0,869.0,109.8125,239.4282687,57325.89583,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,117.1333333,75.0,201.4,332.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,750.0,5.0,1007.0,65535.0,349.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
80.0,63129003.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110884058,10500000.0,11900000.0,32100000.0,997639.0,63100000.0,10500000.0,11900000.0,32100000.0,997639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.110884058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,29200.0,-1.0,0.0,40.0,7009583.0,0.0,7009583.0,7009583.0,18700000.0,12200000.0,32100000.0,8023928.0,DoS Slowhttptest
1687.5434515379827,83349405.83735295,6.926653165656451,8.03554967049982,389.9581142959648,13267.104441643536,309.2109362903378,3.636179402934346,57.83011326638273,121.58370885385678,3654.2000302120505,8.804233463622804,1395.0275177009821,1474.4315527134554,319330.3703666127,11947.797949267995,6942253.306390637,23772099.709662557,82073500.30248116,27930.568349572317,83290452.06503806,16575292.160771715,36579654.75641454,82051916.8190808,199408.32341245122,83152850.6608178,13914587.960435983,33403587.899947636,82028632.6706844,192787.71487990711,0.009515379822126553,0.0,3.021205083177553e-05,0.0,-9028.47905785608,124.7171033252138,10795.859608452747,1159.255321882211,3.5174252723805215,3663.3737679148016,722.7168871441745,1228.1743232737567,1773070.9644075972,0.8283119960724333,0.009515379822126553,5.334315224985367e-05,0.04650767574916446,0.04898459185407581,0.018836269567023552,3.021205083177553e-05,5.4287278838346656e-05,0.9411403160935818,779.3919938326295,57.83011326638273,1395.0275177009835,-9028.47905785608,0.0,0.0,0.0,0.0,0.0,0.0,6.926653165656451,389.9581142959648,8.03554967049982,13267.228413961744,1248.9835509545123,630.9086142109935,3.493634226477086,-897.6638862138637,20418.450458209387,8160.193237335087,35396.42648227875,15912.063804074853,81959031.00736289,27609.165740017168,81979917.38526407,81931164.59820758,DoS Hulk
443.0,117219915.0,92.0,265.0,1983.0,508844.0,509.0,0.0,21.55434783,101.7026872,4254.0,0.0,1920.166038,883.4574356,4357.85165,3.045557574,329269.4242,1747500.733,10000000.0,1.0,117000000.0,1287724.923,3297963.389,10100000.0,1.0,117000000.0,443876.2045,2026350.287,10100000.0,1.0,0.0,0.0,0.0,0.0,2944.0,8480.0,0.784849571,2.260708003,0.0,4254.0,1426.891061,1129.197058,1275085.997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1430.887955,21.55434783,1920.166038,2944.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,1983.0,265.0,508844.0,6724.0,432.0,4.0,32.0,643951.8182,1351351.376,3463970.0,36647.0,10000000.0,12100.25277,10000000.0,9975912.0,BENIGN
58134.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,666666.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8098.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
9011.0,49.0,2.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,40816.32653,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1024.0,-1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
481.88586288449517,82424326.16558823,7.187913291414112,6.302637417624956,345.9832785739912,12013.026110410883,329.50898407258444,0.9090448507335853,48.223153317283185,123.9250464872142,4171.550007553013,2.2010583659056984,1855.0716116564956,1683.5423047221138,79940.76255793557,2987.0673878544076,6867811.2188539095,23684274.92741564,81941500.0756203,6983.39208739307,82320738.0162595,13755073.040192928,33422413.689103637,81936104.20477019,49852.83085311274,575177.7464544502,104290.00635899579,95988.77744159626,280432.6176710992,48235.816219976725,0.0023788449555316353,0.0,7.553012707943873e-06,0.0,-2069.0947644640173,174.57927583130348,2699.030476394508,289.86615672663993,0.8793563180951293,4173.8434419787,819.5010967635436,1403.0265404934391,2044838.9820768994,0.0008279990181083471,0.0023788449555316353,1.33357880624634e-05,0.011626918937291099,0.968496147963519,0.004709067391755882,7.553012707943873e-06,1.3571819709586647e-05,0.029035079023395426,882.8100177262824,48.223153317283185,1855.0716116564959,-2069.0947644640173,0.0,0.0,0.0,0.0,0.0,0.0,7.187913291414112,345.9832785739912,6.302637417624956,12013.057103490435,552.2646377386277,333.97715355274823,1.2109085566192714,-197.94097155346566,3855.7688645523426,2040.048309333769,7600.26287056968,2729.172201018711,81912882.75184073,6902.291435004283,81918104.34631602,81905916.1495519,DoS Hulk
443.0,11045872.0,11.0,13.0,1738.0,10501.0,1157.0,0.0,158.0,349.2950043,1451.0,0.0,807.7692308,685.3770439,1108.015737,2.172757388,480255.3043,2082115.806,10000000.0,2.0,10200000.0,1020383.6,3155185.694,10000000.0,48.0,11000000.0,918559.75,2876529.845,10000000.0,2.0,0.0,0.0,0.0,0.0,240.0,268.0,0.995847136,1.176910252,0.0,1451.0,489.56,633.1875104,400926.4233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,509.9583333,158.0,807.7692308,240.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1738.0,13.0,10501.0,29200.0,13884.0,10.0,20.0,203728.0,0.0,203728.0,203728.0,10000000.0,0.0,10000000.0,10000000.0,BENIGN
80.0,5896036.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.678421909,1965345.333,3383579.695,5872343.0,79.0,5896036.0,2948018.0,4135620.076,5872343.0,23693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.508816432,0.169605477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
443.0,77689.0,12.0,7.0,1180.0,3685.0,901.0,0.0,98.3333333333,256.161644043,1397.0,0.0,526.4285714286,649.5544260345,62621.4779441105,244.5648676132,4316.0555555556,6289.5134897628,16412.0,18.0,77689.0,7062.6363636364,8927.9291918421,22121.0,49.0,46033.0,7672.1666666667,8006.3438951039,17520.0,49.0,0.0,0.0,0.0,0.0,264.0,152.0,154.4620216504,90.1028459627,0.0,1397.0,243.25,465.9932092345,217149.671052632,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,256.0526315789,98.3333333333,526.4285714286,264.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1180.0,7.0,3685.0,65535.0,32.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
92.55893321514029,163241.7944324447,3.011341040356691,6.00945741930078,387.24225089293725,11608.06331595034,386.72742918976826,0.02840765158542411,128.8962313536651,223.20673543727622,4338.610937736032,0.06878307393455203,1930.0803628642655,1752.603686491316,83060.77733903773,153.8571881733697,19755.690237622148,50018.88901872501,142701.833222509,265.13686210603015,25523.295820609517,8006.3051622789735,7892.707277506549,15499.129445943647,2550.5120969722493,161746.31570951387,32013.464925281085,61418.218089221744,141706.77359909678,1553.8692568742497,7.433890486036247e-05,0.0,2.3603164712324244e-07,0.0,32.265788610500564,199.20560236972824,104.5142166009179,49.40013548703743,0.02747988494047237,4338.682607561835,1196.7046855019662,1617.2112406958888,2618467.027196934,2.587496931588545e-05,7.433890486036247e-05,4.1674337695197496e-07,0.9989961537167904,0.000382692123859961,0.00014715835599236906,2.3603164712324244e-07,4.2411936592457626e-07,1.9981729712194811,1329.67543792047,128.8962313536651,1930.0803628642655,32.265788610500564,0.0,0.0,0.0,0.0,0.0,0.0,3.011341040356691,387.24225089293725,6.00945741930078,11608.064284484075,29169.835808991833,238.09303604852335,1.006590892394352,24.814344638954307,95.18203482975926,63.75150966667932,212.19747251779924,59.975889094333795,4797.117245022514,215.69660734388057,4960.292072375483,4579.41092349661,DoS Hulk
80.19623333148678,236.2319106878587,2.000198566060261,0.00027594600469997197,0.012052382116219167,0.4518102345760965,0.0040082930041957935,0.0004438695560227203,0.0011343522057058579,0.0012134088569784086,0.008593753688003419,0.00107473553022851,0.0034758235627455956,0.0026780804032566154,38.96856871165978,666653.8836217076,22.00496297189931,31.68941768345028,91.92819549339866,6.40932841181657,230.41107666503723,42.40327585108024,24.06674272640947,89.29349292987465,27.341671559162407,210.61409433832955,36.87597173294647,19.053698724096364,73.38045296448024,23.53023252930999,1.1615453884443898e-06,0.0,3.6879944863045563e-09,0.0,62.88000743922539,-0.008140002035504818,666653.7430113758,0.14150351798602487,0.0004293732021953341,0.009713594716172452,0.0022320244447868063,0.0028924107664528,1.7773749398940955,4.0429639556113697e-07,1.1615453884443898e-06,6.511615264881483e-09,5.677206512355077e-06,0.9999846172597477,2.299349312383194e-06,3.6879944863045563e-09,6.6268650925785e-09,1.4177284679407048e-05,0.0025357376825135727,0.0011343522057058579,0.0034758235627457687,62.88000743922539,0.0,0.0,0.0,0.0,0.0,0.0,2.000198566060261,0.012052382116219167,0.00027594600469997197,0.4518253679157216,251.14710187389596,-0.9466298078355166,0.00012434499834938293,31.887724134983543,1.4872192942165585,0.9961173385429158,3.3155855080941135,0.9371232670999549,74.95495695355591,3.3702594897516915,77.50456363094875,71.55329567971008,DoS Hulk
444.0,119993844.0,3813.0,3811.0,1752551.0,22866.0,1271.0,6.0,459.6252295,246.7309368,6.0,6.0,6.0,0.0,14795.9007,63.53659276,15741.02637,23598.93704,841617.0,1.0,120000000.0,31477.9234,26457.84929,861387.0,93.0,120000000.0,31485.6021,25623.9489,842050.0,519.0,0.0,0.0,0.0,0.0,76260.0,76220.0,31.77663014,31.75996262,6.0,1271.0,232.8423607,286.1621682,81888.78653,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,232.8729014,459.6252295,6.0,76260.0,0.0,0.0,0.0,0.0,0.0,0.0,3813.0,1752551.0,3811.0,22866.0,3294.0,3294.0,3812.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infiltration
53.0,49365.0,1.0,1.0,53.0,113.0,53.0,53.0,53.0,0.0,113.0,113.0,113.0,0.0,3362.706371,40.51453459,49365.0,0.0,49365.0,49365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.0,20.25726729,20.25726729,53.0,113.0,73.0,34.64101615,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.5,53.0,113.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,1.0,113.0,-1.0,-1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
81.56986665189216,2342.7742796410703,3.0014176300445863,0.0022075680375969074,0.09641905692962806,3.6144818766040756,0.03206634403352469,0.0035509564481771487,0.009074817645635072,0.009707270855814656,0.06875002950393802,0.008597884241816909,0.027806588501928638,0.021424643226025088,311.7485496928732,6299.9010083934445,390.4994571929657,292.39956804784924,977.3806176572025,238.23908041949713,2296.207607458559,553.6859602262011,231.41816839160202,956.3029971490378,405.6978255980463,1684.9127547044473,295.00777386318845,152.42958979257287,587.0436237150792,188.24186023423536,9.292363107543045e-06,0.0,2.950395589039812e-08,0.0,87.03459076381476,-0.06512001628395393,6298.776125738881,1.1320281438867281,0.0034349856175582096,0.07770875772927864,0.01785619555827125,0.023139286131592333,14.218999519134288,3.2343711644848937e-06,9.292363107543045e-06,5.209292211898418e-08,4.5417652098781605e-05,0.9998769380779825,1.8394794499041654e-05,2.950395589039812e-08,5.301492074055912e-08,0.00011341827743510903,0.020285901460082224,0.009074817645635072,0.027806588501930022,87.03459076381476,0.0,0.0,0.0,0.0,0.0,0.0,3.0014176300445863,0.09641905692962806,0.0022075680375969074,3.6146029433210765,252.1768149911662,-0.5730384626846876,0.0009947599867937708,31.10179307986951,11.89775435371701,7.968938708332973,26.524684064718446,7.496986136789898,599.6396556276682,26.962075917978503,620.0365090467843,572.4263654369369,DoS Hulk
444.0,119259012.0,2801.0,2069.0,12264.0,7879536.0,4344.0,0.0,4.378436273,83.10784486,15928.0,0.0,3808.378927,2459.369265,66173.61546,40.83548839,24493.53296,153287.5304,995262.0,0.0,119000000.0,42592.48179,200437.9726,996257.0,0.0,119000000.0,57668.76064,231138.5291,995262.0,2.0,0.0,0.0,0.0,0.0,89632.0,66208.0,23.48669466,17.34879373,0.0,15928.0,1621.05194,2471.802162,6109805.929,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1621.384805,4.378436273,3808.378927,89632.0,0.0,0.0,0.0,0.0,0.0,0.0,2801.0,12264.0,2069.0,7879536.0,235.0,235.0,120.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed
53.0,234.0,2.0,2.0,64.0,96.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,683760.683760684,17094.0170940171,78.0,92.714615892,182.0,4.0,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,40.0,40.0,8547.0085470086,8547.0085470086,32.0,48.0,38.4,8.7635609201,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,32.0,48.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,2.0,96.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
